FABRICANTE,CODIGO_PECA,DESCRICAO,CHAVE_DE_BUSCA,MARCA_VEICULO,MODELO_VEICULO,ANOS_APLICACAO,CONTEXTO_IA
DAYCO,KTB265,KIT DE DISTRIBUICAO (121SX180H+DYT206),VOLKSWAGEN SANTANA 1.8 / 2.0 8V 1996 EM DIANTE,VOLKSWAGEN,SANTANA 1.8 / 2.0 8V 1996 EM DIANTE,não especificado,KIT DE DISTRIBUICAO (121SX180H+DYT206) compatível com VOLKSWAGEN SANTANA 1.8 / 2.0 8V 1996 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB265.
DAYCO,KTB265,KIT DE DISTRIBUICAO (121SX180H+DYT206),VOLKSWAGEN GOLF 1.8 / 2.0 8V 1995 A 2000,VOLKSWAGEN,GOLF 1.8 / 2.0 8V 1995 A 2000,não especificado,KIT DE DISTRIBUICAO (121SX180H+DYT206) compatível com VOLKSWAGEN GOLF 1.8 / 2.0 8V 1995 A 2000. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB265.
DAYCO,KTB265,KIT DE DISTRIBUICAO (121SX180H+DYT206),VOLKSWAGEN POLO CLASSIC-1.8 / 2.0 8V 1995 A 2000,VOLKSWAGEN,POLO CLASSIC-1.8 / 2.0 8V 1995 A 2000,não especificado,KIT DE DISTRIBUICAO (121SX180H+DYT206) compatível com VOLKSWAGEN POLO CLASSIC-1.8 / 2.0 8V 1995 A 2000. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB265.
DAYCO,KTB265,KIT DE DISTRIBUICAO (121SX180H+DYT206),VOLKSWAGEN SAVEIRO 1.6 / 1.8 / 2.0 8V 1996 EM DIANTE,VOLKSWAGEN,SAVEIRO 1.6 / 1.8 / 2.0 8V 1996 EM DIANTE,não especificado,KIT DE DISTRIBUICAO (121SX180H+DYT206) compatível com VOLKSWAGEN SAVEIRO 1.6 / 1.8 / 2.0 8V 1996 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB265.
DAYCO,KTB265,KIT DE DISTRIBUICAO (121SX180H+DYT206),VOLKSWAGEN GOL 1.6 / 1.8 / 2.0 8V 1996 EM DIANTE,VOLKSWAGEN,GOL 1.6 / 1.8 / 2.0 8V 1996 EM DIANTE,não especificado,KIT DE DISTRIBUICAO (121SX180H+DYT206) compatível com VOLKSWAGEN GOL 1.6 / 1.8 / 2.0 8V 1996 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB265.
DAYCO,KTB269,KIT DE DISTRIBUICAO(158SHPN254H+DYT240+DYT242),FIAT PALIO 1.6 16V 1996 A 2003,FIAT,PALIO 1.6 16V 1996 A 2003,não especificado,KIT DE DISTRIBUICAO(158SHPN254H+DYT240+DYT242) compatível com FIAT PALIO 1.6 16V 1996 A 2003. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB269.
DAYCO,KTB269,KIT DE DISTRIBUICAO(158SHPN254H+DYT240+DYT242),FIAT SIENA 1.6 16V 1996 A 2003,FIAT,SIENA 1.6 16V 1996 A 2003,não especificado,KIT DE DISTRIBUICAO(158SHPN254H+DYT240+DYT242) compatível com FIAT SIENA 1.6 16V 1996 A 2003. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB269.
DAYCO,KTB269,KIT DE DISTRIBUICAO(158SHPN254H+DYT240+DYT242),FIAT STRADA 1.6 16V 1996 A 2003,FIAT,STRADA 1.6 16V 1996 A 2003,não especificado,KIT DE DISTRIBUICAO(158SHPN254H+DYT240+DYT242) compatível com FIAT STRADA 1.6 16V 1996 A 2003. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB269.
DAYCO,KTB269,KIT DE DISTRIBUICAO(158SHPN254H+DYT240+DYT242),FIAT DOBLO 1.6 16V /03,FIAT,DOBLO 1.6 16V /03,não especificado,KIT DE DISTRIBUICAO(158SHPN254H+DYT240+DYT242) compatível com FIAT DOBLO 1.6 16V /03. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB269.
DAYCO,KTB269,KIT DE DISTRIBUICAO(158SHPN254H+DYT240+DYT242),FIAT LINEA 1.9 16V,FIAT,LINEA 1.9 16V,não especificado,KIT DE DISTRIBUICAO(158SHPN254H+DYT240+DYT242) compatível com FIAT LINEA 1.9 16V. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB269.
DAYCO,KTB271,KIT DISTRIBUICAO (132SP270H+DYT330+DYT331),RENAULT SCENIC 1.6 16V 1998 EM DIANTE,RENAULT,SCENIC 1.6 16V 1998 EM DIANTE,não especificado,KIT DISTRIBUICAO (132SP270H+DYT330+DYT331) compatível com RENAULT SCENIC 1.6 16V 1998 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB271.
DAYCO,KTB271,KIT DISTRIBUICAO (132SP270H+DYT330+DYT331),RENAULT CLIO 1.6 16V 1998 EM DIANTE,RENAULT,CLIO 1.6 16V 1998 EM DIANTE,não especificado,KIT DISTRIBUICAO (132SP270H+DYT330+DYT331) compatível com RENAULT CLIO 1.6 16V 1998 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB271.
DAYCO,KTB271,KIT DISTRIBUICAO (132SP270H+DYT330+DYT331),RENAULT MEGANE 1.6 16V 1998 EM DIANTE,RENAULT,MEGANE 1.6 16V 1998 EM DIANTE,não especificado,KIT DISTRIBUICAO (132SP270H+DYT330+DYT331) compatível com RENAULT MEGANE 1.6 16V 1998 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB271.
DAYCO,KTB271,KIT DISTRIBUICAO (132SP270H+DYT330+DYT331),RENAULT KANGOO 1.6 16V 1998 EM DIANTE,RENAULT,KANGOO 1.6 16V 1998 EM DIANTE,não especificado,KIT DISTRIBUICAO (132SP270H+DYT330+DYT331) compatível com RENAULT KANGOO 1.6 16V 1998 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB271.
DAYCO,KTB271,KIT DISTRIBUICAO (132SP270H+DYT330+DYT331),RENAULT LOGAN 1.6 16V 1998 EM DIANTE,RENAULT,LOGAN 1.6 16V 1998 EM DIANTE,não especificado,KIT DISTRIBUICAO (132SP270H+DYT330+DYT331) compatível com RENAULT LOGAN 1.6 16V 1998 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB271.
DAYCO,KTB285,KIT DISTRIBUICAO (124P8S220H+DYT241),FIAT PALIO 1.3 16V-FIRE 2002 EM DIANTE,FIAT,PALIO 1.3 16V-FIRE 2002 EM DIANTE,não especificado,KIT DISTRIBUICAO (124P8S220H+DYT241) compatível com FIAT PALIO 1.3 16V-FIRE 2002 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB285.
DAYCO,KTB285,KIT DISTRIBUICAO (124P8S220H+DYT241),FIAT SIENA 1.3 16V-FIRE 2002 EM DIANTE,FIAT,SIENA 1.3 16V-FIRE 2002 EM DIANTE,não especificado,KIT DISTRIBUICAO (124P8S220H+DYT241) compatível com FIAT SIENA 1.3 16V-FIRE 2002 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB285.
DAYCO,KTB285,KIT DISTRIBUICAO (124P8S220H+DYT241),FIAT DOBLO 1.3 16V-FIRE 2002 EM DIANTE,FIAT,DOBLO 1.3 16V-FIRE 2002 EM DIANTE,não especificado,KIT DISTRIBUICAO (124P8S220H+DYT241) compatível com FIAT DOBLO 1.3 16V-FIRE 2002 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB285.
DAYCO,KTB2851,KIT DISTRIBUICAO (124PS8220H+DYT231),FIAT PALIO 1.0 8V-FIRE 2001 EM DIANTE,FIAT,PALIO 1.0 8V-FIRE 2001 EM DIANTE,não especificado,KIT DISTRIBUICAO (124PS8220H+DYT231) compatível com FIAT PALIO 1.0 8V-FIRE 2001 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB2851.
DAYCO,KTB2851,KIT DISTRIBUICAO (124PS8220H+DYT231),FIAT SIENA 1.0 8V-FIRE 2001 EM DIANTE,FIAT,SIENA 1.0 8V-FIRE 2001 EM DIANTE,não especificado,KIT DISTRIBUICAO (124PS8220H+DYT231) compatível com FIAT SIENA 1.0 8V-FIRE 2001 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB2851.
DAYCO,KTB2851,KIT DISTRIBUICAO (124PS8220H+DYT231),FIAT UNO 1.0 8V-FIRE 2001 EM DIANTE,FIAT,UNO 1.0 8V-FIRE 2001 EM DIANTE,não especificado,KIT DISTRIBUICAO (124PS8220H+DYT231) compatível com FIAT UNO 1.0 8V-FIRE 2001 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB2851.
DAYCO,KTB2852,KIT DE DISTRIBUICAO(124P8S220H+DYT090),FIAT SIENA 1.0 8V FIRE 2009 EM DIANTE,FIAT,SIENA 1.0 8V FIRE 2009 EM DIANTE,não especificado,KIT DE DISTRIBUICAO(124P8S220H+DYT090) compatível com FIAT SIENA 1.0 8V FIRE 2009 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB2852.
DAYCO,KTB2852,KIT DE DISTRIBUICAO(124P8S220H+DYT090),FIAT UNO 1.0 8V FIRE 2009 EM DIANTE,FIAT,UNO 1.0 8V FIRE 2009 EM DIANTE,não especificado,KIT DE DISTRIBUICAO(124P8S220H+DYT090) compatível com FIAT UNO 1.0 8V FIRE 2009 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB2852.
DAYCO,KTB2852,KIT DE DISTRIBUICAO(124P8S220H+DYT090),FIAT PALIO 1.0 8V FIRE 2009 EM DIANTE,FIAT,PALIO 1.0 8V FIRE 2009 EM DIANTE,não especificado,KIT DE DISTRIBUICAO(124P8S220H+DYT090) compatível com FIAT PALIO 1.0 8V FIRE 2009 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB2852.
DAYCO,KTB305,KIT DE DISTRIBUICAO(152HDS330H+DYT247+DYT251),FIAT DUCATO 2.5 DIESEL 1994 A 2002,FIAT,DUCATO 2.5 DIESEL 1994 A 2002,não especificado,KIT DE DISTRIBUICAO(152HDS330H+DYT247+DYT251) compatível com FIAT DUCATO 2.5 DIESEL 1994 A 2002. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB305.
DAYCO,KTB305,KIT DE DISTRIBUICAO(152HDS330H+DYT247+DYT251),FIAT DUCATO 2.8 TURBO DIESEL JTD 1997 EM DIANTE,FIAT,DUCATO 2.8 TURBO DIESEL JTD 1997 EM DIANTE,não especificado,KIT DE DISTRIBUICAO(152HDS330H+DYT247+DYT251) compatível com FIAT DUCATO 2.8 TURBO DIESEL JTD 1997 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB305.
DAYCO,KTB307,KIT DISTRIBUICAO 154SHDS300H+ATB2016+ATB2016,FIAT DUCATO 2.8 TURBO DIESEL 1998 EM DIANTE,FIAT,DUCATO 2.8 TURBO DIESEL 1998 EM DIANTE,não especificado,KIT DISTRIBUICAO 154SHDS300H+ATB2016+ATB2016 compatível com FIAT DUCATO 2.8 TURBO DIESEL 1998 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB307.
DAYCO,KTB307,KIT DISTRIBUICAO 154SHDS300H+ATB2016+ATB2016,RENAULT MASTER 2.8 TURBO DIESEL 2002 EM DIANTE,RENAULT,MASTER 2.8 TURBO DIESEL 2002 EM DIANTE,não especificado,KIT DISTRIBUICAO 154SHDS300H+ATB2016+ATB2016 compatível com RENAULT MASTER 2.8 TURBO DIESEL 2002 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB307.
DAYCO,KTB307,KIT DISTRIBUICAO 154SHDS300H+ATB2016+ATB2016,CITROEN JUMPER 2.8 TURBO DIESEL 1999 EM DIANTE,CITROEN,JUMPER 2.8 TURBO DIESEL 1999 EM DIANTE,não especificado,KIT DISTRIBUICAO 154SHDS300H+ATB2016+ATB2016 compatível com CITROEN JUMPER 2.8 TURBO DIESEL 1999 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB307.
DAYCO,KTB307,KIT DISTRIBUICAO 154SHDS300H+ATB2016+ATB2016,PEUGEOT BOXER 2.8 TURBO DIESEL 1999 EM DIANTE,PEUGEOT,BOXER 2.8 TURBO DIESEL 1999 EM DIANTE,não especificado,KIT DISTRIBUICAO 154SHDS300H+ATB2016+ATB2016 compatível com PEUGEOT BOXER 2.8 TURBO DIESEL 1999 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB307.
DAYCO,KTB307,KIT DISTRIBUICAO 154SHDS300H+ATB2016+ATB2016,IVECO DAILY 2.8 TURBO DIESEL 1997 A 2003,IVECO,DAILY 2.8 TURBO DIESEL 1997 A 2003,não especificado,KIT DISTRIBUICAO 154SHDS300H+ATB2016+ATB2016 compatível com IVECO DAILY 2.8 TURBO DIESEL 1997 A 2003. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB307.
DAYCO,KTB309,KIT DE DISTRIBUICAO(089SP+250H+ATB2235 + ATB2128),RENAULT MASTER 2.5 16V DCITURBO DI 2005 EM DIANTE,RENAULT,MASTER 2.5 16V DCITURBO DI 2005 EM DIANTE,não especificado,KIT DE DISTRIBUICAO(089SP+250H+ATB2235 + ATB2128) compatível com RENAULT MASTER 2.5 16V DCITURBO DI 2005 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB309.
DAYCO,KTB321,KIT DISTRIBUICAO 095SP234H+ATB2219,RENAULT CLIO 1.0 16V 2000 EM DIANTE,RENAULT,CLIO 1.0 16V 2000 EM DIANTE,não especificado,KIT DISTRIBUICAO 095SP234H+ATB2219 compatível com RENAULT CLIO 1.0 16V 2000 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB321.
DAYCO,KTB321,KIT DISTRIBUICAO 095SP234H+ATB2219,RENAULT LOGAN 1.0 16V 2000 EM DIANTE,RENAULT,LOGAN 1.0 16V 2000 EM DIANTE,não especificado,KIT DISTRIBUICAO 095SP234H+ATB2219 compatível com RENAULT LOGAN 1.0 16V 2000 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB321.
DAYCO,KTB321,KIT DISTRIBUICAO 095SP234H+ATB2219,RENAULT KANGOO 1.0 16V 2000 EM DIANTE,RENAULT,KANGOO 1.0 16V 2000 EM DIANTE,não especificado,KIT DISTRIBUICAO 095SP234H+ATB2219 compatível com RENAULT KANGOO 1.0 16V 2000 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB321.
DAYCO,KTB321,KIT DISTRIBUICAO 095SP234H+ATB2219,PEUGEOT 206 1.0 16V 2001 EM DIANTE,PEUGEOT,206 1.0 16V 2001 EM DIANTE,não especificado,KIT DISTRIBUICAO 095SP234H+ATB2219 compatível com PEUGEOT 206 1.0 16V 2001 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB321.
DAYCO,KTB333,KIT DISTRIBUICAO,CITROEN AIRCROSS 1.6 16V 2010 EM DIANTE,CITROEN,AIRCROSS 1.6 16V 2010 EM DIANTE,não especificado,KIT DISTRIBUICAO compatível com CITROEN AIRCROSS 1.6 16V 2010 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB333.
DAYCO,KTB333,KIT DISTRIBUICAO,CITROEN BERLINGO 1.6 16V 2005 A 2007,CITROEN,BERLINGO 1.6 16V 2005 A 2007,não especificado,KIT DISTRIBUICAO compatível com CITROEN BERLINGO 1.6 16V 2005 A 2007. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB333.
DAYCO,KTB333,KIT DISTRIBUICAO,CITROEN C3 1.6 16V 2003 A 2012,CITROEN,C3 1.6 16V 2003 A 2012,não especificado,KIT DISTRIBUICAO compatível com CITROEN C3 1.6 16V 2003 A 2012. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB333.
DAYCO,KTB333,KIT DISTRIBUICAO,CITROEN XSARA 1.6 16V 2001 EM DIANTE,CITROEN,XSARA 1.6 16V 2001 EM DIANTE,não especificado,KIT DISTRIBUICAO compatível com CITROEN XSARA 1.6 16V 2001 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB333.
DAYCO,KTB333,KIT DISTRIBUICAO,PEUGEOT 307 1.6 16V 2002 A 2012,PEUGEOT,307 1.6 16V 2002 A 2012,não especificado,KIT DISTRIBUICAO compatível com PEUGEOT 307 1.6 16V 2002 A 2012. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB333.
DAYCO,KTB333,KIT DISTRIBUICAO,PEUGEOT PARTNER 1.6 16V 2003 EM DIANTE,PEUGEOT,PARTNER 1.6 16V 2003 EM DIANTE,não especificado,KIT DISTRIBUICAO compatível com PEUGEOT PARTNER 1.6 16V 2003 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB333.
DAYCO,KTB333,KIT DISTRIBUICAO,PEUGEOT 207 1.6 16V 2008 A 2015,PEUGEOT,207 1.6 16V 2008 A 2015,não especificado,KIT DISTRIBUICAO compatível com PEUGEOT 207 1.6 16V 2008 A 2015. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB333.
DAYCO,KTB333,KIT DISTRIBUICAO,PEUGEOT 206 1.6 16V 2001 A 2010,PEUGEOT,206 1.6 16V 2001 A 2010,não especificado,KIT DISTRIBUICAO compatível com PEUGEOT 206 1.6 16V 2001 A 2010. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB333.
DAYCO,KTB339,KIT DISTRIBUICAO CORREIA,FIAT DUCATO 2.3 16V MULTIJET 2010 EM DIANTE,FIAT,DUCATO 2.3 16V MULTIJET 2010 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com FIAT DUCATO 2.3 16V MULTIJET 2010 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB339.
DAYCO,KTB339,KIT DISTRIBUICAO CORREIA,CITROEN JUMPER 2.3 16V TURBO DIESEL 2010 EM DIANTE,CITROEN,JUMPER 2.3 16V TURBO DIESEL 2010 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com CITROEN JUMPER 2.3 16V TURBO DIESEL 2010 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB339.
DAYCO,KTB339,KIT DISTRIBUICAO CORREIA,PEUGEOT BOXER 2.3 16V HDI TURBO D 2010 EM DIANTE,PEUGEOT,BOXER 2.3 16V HDI TURBO D 2010 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com PEUGEOT BOXER 2.3 16V HDI TURBO D 2010 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB339.
DAYCO,KTB341,KIT DISTRIBUICAO 135STP8M190H+ATB2205,VOLKSWAGEN CROSSFOX 1.2000 A 2001.6 8V 2003 EM DIANTE,VOLKSWAGEN,CROSSFOX 1.2000 A 2001.6 8V 2003 EM DIANTE,não especificado,KIT DISTRIBUICAO 135STP8M190H+ATB2205 compatível com VOLKSWAGEN CROSSFOX 1.2000 A 2001.6 8V 2003 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB341.
DAYCO,KTB341,KIT DISTRIBUICAO 135STP8M190H+ATB2205,VOLKSWAGEN SPACEFOX 1.2000 A 2001.6 8V 2003 EM DIANTE,VOLKSWAGEN,SPACEFOX 1.2000 A 2001.6 8V 2003 EM DIANTE,não especificado,KIT DISTRIBUICAO 135STP8M190H+ATB2205 compatível com VOLKSWAGEN SPACEFOX 1.2000 A 2001.6 8V 2003 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB341.
DAYCO,KTB341,KIT DISTRIBUICAO 135STP8M190H+ATB2205,VOLKSWAGEN GOL 1.0 8V 1996 EM DIANTE,VOLKSWAGEN,GOL 1.0 8V 1996 EM DIANTE,não especificado,KIT DISTRIBUICAO 135STP8M190H+ATB2205 compatível com VOLKSWAGEN GOL 1.0 8V 1996 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB341.
DAYCO,KTB341,KIT DISTRIBUICAO 135STP8M190H+ATB2205,VOLKSWAGEN POLO 1.6 8V 4- 2001 EM DIANTE,VOLKSWAGEN,POLO 1.6 8V 4- 2001 EM DIANTE,não especificado,KIT DISTRIBUICAO 135STP8M190H+ATB2205 compatível com VOLKSWAGEN POLO 1.6 8V 4- 2001 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB341.
DAYCO,KTB341,KIT DISTRIBUICAO 135STP8M190H+ATB2205,VOLKSWAGEN KOMBI 1.4 8V 2002 EM DIANTE,VOLKSWAGEN,KOMBI 1.4 8V 2002 EM DIANTE,não especificado,KIT DISTRIBUICAO 135STP8M190H+ATB2205 compatível com VOLKSWAGEN KOMBI 1.4 8V 2002 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB341.
DAYCO,KTB344,KIT DISTRIBUICAO CORREIA,CITROEN C4 2.0 16V 2002 EM DIANTE,CITROEN,C4 2.0 16V 2002 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com CITROEN C4 2.0 16V 2002 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB344.
DAYCO,KTB344,KIT DISTRIBUICAO CORREIA,CITROEN PICASSO 2.0 16V 2002 EM DIANTE,CITROEN,PICASSO 2.0 16V 2002 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com CITROEN PICASSO 2.0 16V 2002 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB344.
DAYCO,KTB344,KIT DISTRIBUICAO CORREIA,CITROEN C5 2.0 16V 2002 EM DIANTE,CITROEN,C5 2.0 16V 2002 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com CITROEN C5 2.0 16V 2002 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB344.
DAYCO,KTB344,KIT DISTRIBUICAO CORREIA,CITROEN XSARA 2.0 16V 2002 EM DIANTE,CITROEN,XSARA 2.0 16V 2002 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com CITROEN XSARA 2.0 16V 2002 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB344.
DAYCO,KTB344,KIT DISTRIBUICAO CORREIA,PEUGEOT 307 2.0 16V 2002 EM DIANTE,PEUGEOT,307 2.0 16V 2002 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com PEUGEOT 307 2.0 16V 2002 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB344.
DAYCO,KTB344,KIT DISTRIBUICAO CORREIA,PEUGEOT 807 2.0 16V 2002 EM DIANTE,PEUGEOT,807 2.0 16V 2002 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com PEUGEOT 807 2.0 16V 2002 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB344.
DAYCO,KTB362,KIT DE DISTRIBUICAO,RENAULT MEGANE GRAND TOUR NOVO 2.0 2005 EM DIANTE,RENAULT,MEGANE GRAND TOUR NOVO 2.0 2005 EM DIANTE,não especificado,KIT DE DISTRIBUICAO compatível com RENAULT MEGANE GRAND TOUR NOVO 2.0 2005 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB362.
DAYCO,KTB362,KIT DE DISTRIBUICAO,RENAULT DUSTER 2.0 16V 2013 A 2015,RENAULT,DUSTER 2.0 16V 2013 A 2015,não especificado,KIT DE DISTRIBUICAO compatível com RENAULT DUSTER 2.0 16V 2013 A 2015. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB362.
DAYCO,KTB362,KIT DE DISTRIBUICAO,RENAULT MEGANE 2.0 16V 2005 EM DIANTE,RENAULT,MEGANE 2.0 16V 2005 EM DIANTE,não especificado,KIT DE DISTRIBUICAO compatível com RENAULT MEGANE 2.0 16V 2005 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB362.
DAYCO,KTB364,KIT DE DIST.(128SP270H+DYT337+DYT336+DYT334),RENAULT MEGANE 2.0 16V 2001 EM DIANTE,RENAULT,MEGANE 2.0 16V 2001 EM DIANTE,não especificado,KIT DE DIST.(128SP270H+DYT337+DYT336+DYT334) compatível com RENAULT MEGANE 2.0 16V 2001 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB364.
DAYCO,KTB364,KIT DE DIST.(128SP270H+DYT337+DYT336+DYT334),RENAULT SCENIC 2.0 16V 2001 EM DIANTE,RENAULT,SCENIC 2.0 16V 2001 EM DIANTE,não especificado,KIT DE DIST.(128SP270H+DYT337+DYT336+DYT334) compatível com RENAULT SCENIC 2.0 16V 2001 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB364.
DAYCO,KTB399,KIT DISTRIBUICAO CORREIA,LAND ROVER RANGE ROVE 3.0 TDV6 DIESEL KIT 2012 A 2015,LAND,ROVER RANGE ROVE 3.0 TDV6 DIESEL KIT 2012 A 2015,não especificado,KIT DISTRIBUICAO CORREIA compatível com LAND ROVER RANGE ROVE 3.0 TDV6 DIESEL KIT 2012 A 2015. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB399.
DAYCO,KTB399,KIT DISTRIBUICAO CORREIA,LAND ROVER DISCOVERY 3 4X4 2.7 TD6 DIESEL 2004 A 2009,LAND,ROVER DISCOVERY 3 4X4 2.7 TD6 DIESEL 2004 A 2009,não especificado,KIT DISTRIBUICAO CORREIA compatível com LAND ROVER DISCOVERY 3 4X4 2.7 TD6 DIESEL 2004 A 2009. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB399.
DAYCO,KTB400,KIT DISTRIBUICAO CORREIA,HYUNDAI TERRACAN 2.5 8V TD 2003 A 2006,HYUNDAI,TERRACAN 2.5 8V TD 2003 A 2006,não especificado,KIT DISTRIBUICAO CORREIA compatível com HYUNDAI TERRACAN 2.5 8V TD 2003 A 2006. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB400.
DAYCO,KTB400,KIT DISTRIBUICAO CORREIA,HYUNDAI H100 2.5 8V TD 6- 1996 EM DIANTE,HYUNDAI,H100 2.5 8V TD 6- 1996 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com HYUNDAI H100 2.5 8V TD 6- 1996 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB400.
DAYCO,KTB400,KIT DISTRIBUICAO CORREIA,HYUNDAI HR 2.,HYUNDAI,HR 2.,não especificado,KIT DISTRIBUICAO CORREIA compatível com HYUNDAI HR 2.. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB400.
DAYCO,KTB400,KIT DISTRIBUICAO CORREIA,8V TD MITSUBISHI L300 2.5 TD MOTOR 4D56T 6- 1996 EM DIANTE,8V,TD MITSUBISHI L300 2.5 TD MOTOR 4D56T 6- 1996 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com 8V TD MITSUBISHI L300 2.5 TD MOTOR 4D56T 6- 1996 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB400.
DAYCO,KTB400,KIT DISTRIBUICAO CORREIA,8V TD MITSUBISHI PAJERO 2.5 8V TD 6- 1996 EM DIANTE,8V,TD MITSUBISHI PAJERO 2.5 8V TD 6- 1996 EM DIANTE,não especificado,KIT DISTRIBUICAO CORREIA compatível com 8V TD MITSUBISHI PAJERO 2.5 8V TD 6- 1996 EM DIANTE. Aplicação: não especificado. Fabricante: DAYCO. Código: KTB400.
